id,correct,date,naive_date_confidence,total,naive_total_confidence,text
28,True,2017-01-16 19:19:15,0.6932,9.71,0.6681666666666666,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*BLANC SOIF D\'EVASION 5.35€
*BRK SQR 1L PJ POMM 1.59€
*BRK SQR PJ MULT 1L 2.77€
3 ARTICLE(S) TOTAL A PAYER 9.71€
CB EMV SANS CONTACT EUR 9.71 €
0004 004 000664 16/01/2017 19:19:15
MERCI DE VOTRE VISITE
A BIENTOT
"
29,True,2017-02-18 20:27:59,0.6938,7.27,0.6682333333333333,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*200G SCH0K0B0NS Kl 3.12€
*75 CAB ANJ RSE MDD 4.15€
2 ARTICLE(S) TOTAL A PAYER 7.27€
CARTE BANCAIRE EMV EUR 7.27€
0004 003 000217 18/02/2017 20:27:59
MERCI DE VOTRE VISITE
A BIENTOT
"
30,True,2017-02-21 12:12:17,0.6923666666666667,4.11,0.6682,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
* NOUILLES THAI PLT 4.11€
1 Article(S) TOTAL A PAYER 4.11€
CB EMV SANS CONTACT EUR 4.11€
0001 003 000057 21/02/2017 12:12:17
MERCI DE VOTRE VISITE
A BIENTOT
"
31,True,2017-01-18 18:23:24,0.6938,4.14,0.6682333333333333,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*NESCAFE TASS.ROUGE 2.18€
*P.J.MULTIFRUITS 1L 1.96€
2 ARTICLE(S) TOTAL A PAYER 4.14€
CARTE BANCAIRE EMV EUR 4.14€
0007 004 000457 18/01/2017 18:23:24
MERCI DE VOTRE VISITE
A BIENTOT
"
32,True,2017-02-21 12:12:56,0.6870666666666667,3.88,0.6682333333333333,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCR?PTION OTE MONTANT
*CRISTALINE 1.5L 0.20€
*MAXI POULET CRUDIT 1.74€
*TRIAN PLT ROTI MAYO 1.94€
3 ARTICLE(S) TOTAL A PAYER 3.88€
CARTE BANCAIRE EMV EUR 3.88€
0101 003 000058 21/02/2017 12:12:56
MERCI DE VOTRE VISITE
A BIENTOT"
34,True,2017-02-13 12:00:34,0.7041666666666667,6.71,0.6683,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*BAGUETTE PERENE CERE 1.15€
*PETIT BEURRE BIO 1 1.33€
*SALADE VENEZIA 4.23€
3 ARTICLE(S) TOTAL A PAYER 6.71€
CARTE BANCAIRE EMV EUR 6.71€
0009 004 000100 13/02/2017 12:00:34
MERCI DE VOTRE VISITE
A BIENTOT"
35,True,2017-02-09 12:21:17,0.6893333333333334,12.54,0.6681,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*320 SENSEO BRAZIL 5.82€
*BAGUETTE PERENE CERE 1.15€
*COUSCOUS CRF 440G  3.26€
*DUO TERRIN+MOUS.CD 1.39€
*M.NOVA SNACK CHOCO 0.92€
5 ARTICLE(S) TOTAL A PAYER 12.54€
CARTE BANCAIRE EMV EUR 12.54€
0002 002 000127 09/02/2017 12:21:17
MERCI DE VOTRE VISITE
A BIENTOT
"
36,True,2017-03-01 11:58:41,0.7060333333333333,7.45,0.6680666666666666,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
[D U P L I C A T A]
DESCRIPTION QTE MONTANT
*285G  BROWNIES PEPI 2.36€
*FOUGASSETTE CHEVRE 2.50€
*SDW GOURM CLUB PLT 2.59€
3 ARTICLE(S) TOTAL A PAYER 7.45€
ESPECES EUR 10.00€
Votre Monnaie -2.55€
0003 004 000060 01/03/2017 11:58:41
MERCI DE VOTRE VISITE
A BIENTOT"
43,True,2017-01-13 16:58:59,0.6783666666666667,40.3,0.6676,"City
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*GUIGNETTE ROUGE 7.95€
*GUIGNETTE VERT 75CL 3x 7.95 23.85€
*T BIERE X4 8.50€
5 ARTICLE(S) TOTAL A PAYER 40.30€
ESPECES EUR 40.30€
Carte : 9135720000218234957
0001 002 000237 13/01/2017 16:58:59
MERCI DE VOTRE VISITE
A BIENTOT
"
44,True,2017-02-23 12:04:55,0.7047,3.74,0.6680666666666666,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*320G  SLDE ROMA JBN 3.74€
1 ARTICLE(S) TOTAL A PAYER 3.74€
ESPECES EUR 20.00€
Votre Monnaie -16.26€
0009 004 000068 23/02/2017 12:04:55
MERCI DE VOTRE VISITE
A BIENTOT
"
48,True,2017-02-03 18:49:24,0.686,19.26,0.6679333333333333,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*190G CAVIAR TOMATE 2.59€
*250G TORT RICOTTA 3.21€
*500G  COQUILL.CRF 0.63€
*500G  PAIN DE MIE 1.20€
*BAGUETTE 250G  0.84€
*CLEMENTINES 1KG 3.50€
*EMMENTAL RAPE CRF 1.54€
*GALETTE QUINOA TOM 2.81€
*KIRI CREME X 8 1.77€
*PIZZA JBN FROMAGE 1.17€
10 ARTICLE(S) TOTAL A PAYER 19.26€
CARTE BANCAIRE EMV EUR 19.26€
0007 002 000407 03/02/2017 18:49:24
MERCI DE VOTRE VISITE
A BIENTOT"
50,True,2017-02-17 14:17:51,0.6898666666666667,15.05,0.6678333333333333,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*4X 95? LES 2 VACHE 1.67€
CAMEMB.BIO CRF250G 2.27€
*CIABATTA 1.15€
*MELANGE DE SAISON 1.93€
*MOZZARELLA CRF 0.82€
*SANEX DOUCHE DERMO 2.91€
*TOMATE S 250GR BIO 1.90€
*YT BRASSE NAT.VRAI 2.40€
8 ARTICLE(S) TOTAL A PAYER 15.05€
ESPECES EUR 20.05€
Votre Monnaie -5.00€
Si vous aviez la carte fidélité,
vous auriez cumulé 0.04€ sur
votre compte fidélité Carrefour,
Détails:
5% produits Carrefour 0.04€
0002 003 000106 17/02/2017 14:17:51
MERCI DE VOTRE VISITE
A BIENTOT
"
55,True,2016-09-08 15:14:34,0.6902,5.3,0.6682333333333333,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
125G  SNACK CURL CA 0.43€
KINDER SCHOKOBONS 4.87€
2 A?CLE(S) TOTAL A PAYER 5.30€
CB ?V SANS CONTACT EUR 5.30€
0004 004 000293 08/09/2016 15:14:34
MERCI DE VOTRE VISITE
A BIENTOT"
56,True,2016-08-02 18:19:00,0.6895666666666667,4.87,0.6681333333333334,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
KINDER SCH0K0B0NS 4.87€
1 ARTICLE(S) TOTAL A PAYER 4.87€
ESPECES EUR 10.00€
Votre Monnaie -5.13€
0001 003 000246 02/08/2016 18:19:00
MERCI DE VOTRE VISITE
A BIENTOT
"
62,True,2017-01-11 09:09:25,0.6841666666666667,2.12,0.6682,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*CRISTALINE X6 2x 1.06 2.12€
2 ARTICLE(S) TOTAL A PAYER 2.12€
ESPECES EUR 4.00€
Votre Monnaie -1.88€
0005 002 000065 11/01/2017 09:09:25
MERCI DE VOTRE VISITE
A BIENTOT
"
63,True,2017-01-05 14:56:18,0.6902,4.32,0.6680333333333334,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*4X125G VELOUTE NAT 1.03€
*AVOCAT 1.30€
*BANANE 1.00€
0.515kg x 1.95€/kg
*POIRES 0.99 0.99€
4 ARTICLE(S) TOTAL A PAYER 4.32€
CARTE BANCAIRE EMV EUR 4.32€
0010 004 000261 05/01/2017 14:56:18
MERCI DE VOTRE VISITE
A BIENTOT
"
65,True,2016-02-17 13:20:01,0.6932,6.7,0.6682,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
235G MUFFINS CHOCO 2.26€
80 CHOCOBREAK MOC 3.46€
MATIN LEGER 1/2ECR 0.98€
3 ARTICLE(S) TOTAL A PAYER 6.70€
CARTE BANCAIRE EMV EUR 6.70€
0003 003 000039 17/02/2016 13:20:01
MERCI DE VOTRE VISITE
A BIENTOT
"
66,True,2016-01-12 17:42:38,0.6878,19.46,0.6676,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
30M ALUMINIUM***** 1.43€
BANANE 1.24€
0.6350kg x 1.95€/kg
CHAMPI.PIED MCX CR 0.75€
CREME LAVANTE PECH 0.8l€
ECOSAC CABAS CRF AGI 2.80€
EMMENTAL RAPE 100G 0.97€
FARINE BLE T45 0.60€
LASAGNE BARILLA 2.12€
MANDARINE 2.35€
0.7950kg x 2.95€/kg
OLIVE NRE GRECQUE 1.28€
PAIN MIE MOELL.CRF 0.52€
PATE BRISEE ETALEE 0.75€
PDT GROSSE KG 0.97€
0.6450kg x 1.50€/kg
PET 1.5L EAU MIN. 2x 0.58 1.16€
RAVIOLI 4FR0MAGES 1.71€
16 ARTICLE(S) TOTAL A PAYER 19.46€
ESPECES EUR 20.00€
Votre Monnaie -0.54€
0007 004 000315 12/01/2016 17:42:38
MERCI DE VOTRE VISITE
A BIENTOT
"
67,True,2016-02-17 09:32:27,0.6938,3.77,0.6681666666666666,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
12 SERVIETTES.CARF 1.55€
ALWAYS ULTRA LONG 2.22€
2 ARTICLE(S) TOTAL A PAYER 3.77€
ESPECES EUR 5.00€
Votre Monnaie -1.23€
0001 002 000055 17/02/2016 09:32:27
MERCI DE VOTRE VISITE
A BIENTOT"
69,True,2016-02-17 16:38:56,0.6938,3.54,0.6682333333333333,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
PET 6?1.5L EAU MIN 3.54€
1 ARTICLE(S) TOTAL A PAYER 3.54€
ESPECES EUR 3.54€
0003 003 000249 17/02/2016 16:38:56
MERCI DE VOTRE VISITE
A BIENTOT
"
70,True,2016-12-13 21:20:31,0.6982333333333334,21.3,0.6681333333333334,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*CH.C.DUCHENE BRUT 21.30€
1 ARTICLE(S) TOTAL A PAYER 21.30€
CARTE BANCAIRE EMV EUR 21.30€
0001 004 000678 13/12/2016 21:20:31
MERCI DE VOTRE VISITE
A BIENTOT
"
71,True,2016-12-16 12:55:11,0.6932,5.73,0.6681666666666666,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*PIM’S FRAMBOISE LU 1.31€
*SALADE PLT EPICE 4.42€
2 ARTICLE(S) TOTAL A PAYER 5.73€
CB EMV SANS CONTACT EUR 5.73€
0004 003 000108 16/12/2016 12:55:11
MERCI DE VOTRE VISITE
A BIENTOT
"
81,True,2016-12-19 11:52:13,0.6936,6.93,0.6681333333333334,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*COUSCOUS CRF 440G 3.26€
*DESS.FRTS POM/PEC/ 1.68€
*VACHE A BOIRE VANI 1.99€
3 ARTICLE(S) TOTAL A PAYER 6.93€
CB EMV SANS CONTACT EUR 6.93€
O005 003 000097 19/12/2016 11:52:13
MERCI DE VOTRE VISITE
A BIENTOT
"
84,True,2017-01-12 08:34:14,0.7047,3.75,0.6682333333333333,"C City
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*BISC.PT DEJ.CRF 2.16€
*BRK SQR 1L PJ POMM 1.57€
2 ARTICLE(S) TOTAl A PAYER 3.75€
CB EMV SANS CONTACT EUR 3.75€
0006 002 000040 12/01/2017 08:34:14
MERCI DE VOTRE VISITE
A BIENTOT
"
86,True,2017-01-04 18:21:05,0.6895666666666667,1.95,0.6681666666666666,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*CITRON BIO X4 1.95€
1 ARTICLE(S) TOTAL A PAYER 1.95€
ESPECES EUR 5.00€
Votre Monnaie -3.05€
0004 004 000438 04/01/2017 18:21:05
MERCI DE VOTRE VISITE
A BIENTOT
"
87,True,2017-02-16 17:11:09,0.6926,3.72,0.6680333333333334,"city
CRF-CI\'Y LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
BANANE 2.25€
1.155kg x 1.95€/kg
MINI MOUCHOIR CRF 1.47€
2 ARTICLE(S) TOTAL A PAYER 3.72€
CARTE BANCAIRE EMV EUR 3.72€
Si vous aviez la carte fidélité,
vous auriez cumulé 0.07€ sur
votre compte fidélité Carrefour.
Détails:
5% produits Carrefou 0.07€
0006 003 000233 16/02/2017 17:11:09
MERCI DE VOTRE VISITE
A BIENTOT
"
89,True,2017-01-15 12:27:43,0.6938,2.14,0.6681666666666666,"CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*BEURRE BIO 1/2 SEL 2.14€
1 ARTICLE(S) TOTAL A PAYER 2.14€
CB EMV SANS CONTACT EUR 2.14€
0001 004 000155 15/01/2017 12:27:43
MERCI DE VOTRE VISITE
A BIENTOT"
91,True,2017-01-05 12:59:35,0.6878333333333333,6.0,0.668,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*180G QUINOA BOULG 2.77€
*190G  SDW TR. JBN C 3.23€
2 ARTICLE(S) TOTAL A PAYER 6.00€
ESPECES EUR 50.00€
Votre Monnaie -44.00€
0010 004 000151 05/01/2017 12:59:35
MERCI DE VOTRE VISITE
A BIENTOT
"
96,True,2017-01-24 19:15:49,0.7047,2.52,0.6681,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*CAROT.RAPE/TABOULE 1.95€
*PET 1.25L EAU GAZ 0.57€
2 ARTICLE(S) TOTAL A PAYER 2.52€
CB EMV SANS CONTACT EUR 2.52€
0001 004 000546 24/01/2017 19:15:49
MERCI DE VOTRE VISITE
A BIENTOT
"
98,True,2017-01-23 16:51:22,0.7047,2.3,0.6682,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*CLEMENTINES 1KG 2.30€
1 ARTICLE(S) TOTAL A PAYER 2.30€
CB EMV SANS CONTACT EUR 2.30€
0008 003 000251 23/01/2017 16:51:22
MERCI DE VOTRE VISITE
A BIENTOT
"
100,True,2017-01-24 19:15:39,0.7045,4.28,0.6681,"City
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*150G  GENOISE POIRE 1.05€
*190G  SDW TR. JBN C 3.23€
2 ARTICLE(S) TOTAL A PAYER 4.28€
CB EMV SANS CONTACT EUR 4.28€
0006 002 000411 24/01/2017 19:15:39
MERCI DE VOTRE VISITE
A BIENTOT
"
101,True,2017-01-14 20:01:23,0.6943,4.95,0.6681,"city
CRF-CrY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
75 CT BERG.NOEL ML 3.83€
C0OKIES COCO CRF 1.12€
2 ARTICLE(S) TOTAL A PAYER 4.95€
ESPECES EUR 10.00€
Votre Monnaie -5.05€
0002 003 000274 14/01/2017 20:01:23
MERCI DE VOTRE VISITE
A BIENTOT
"
104,True,2016-11-17 18:14:51,0.6902,13.71,0.6678000000000001,"city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE 
17000 LA ROCHELLE
TEL : 05.46.27.02.12
DESCRIPTION QTE MONTANT
*250G RAVIOLI CEPES 3.28€
*4X125G VELOUTE NAT 1.03€
*6 OEUFS BIO LOUE 3.26€
*CD LAIT COCO CRF 1.36€
*LEVURE CHIMIQUE 0.99€
*POMME GOLDEN GROSSE 2.30€
0.780kg x 2.95€/kg
*SUCRE POUDRE 1.49€
7 ARTICLE(S) TOTAL A PAYER 13.71€
CB EMV SANS CONTACT EUR 13.71€
0004 004 000475 17/11/2016 18:14:51
MERCI DE VOTRE VISITE
A BIENTOT
"
106,True,2016-08-08 17:28:01,0.6823666666666667,32.0,0.6676,"Carrefour
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
250 (R BAGUETTE CRF 1.00€
1L LAIT ECREME 3x 0.93 2.79€
500G (RUESLI CHOCO 2.53€
500G PAIN DE MIE 1.20€
6T BON PARIS ETOUF 3.53€
6X OEUFS PPA FQC 1.96€
BETTERAVE S/V 250G 1.10€
bisc.it DEJ.CRF 1.64€
CONCOMBRE 1.10€
EMMENTAL RAPE 100G 2x 0.97 1.94€
GALETTE QUINOA TOM 2.81€
MELON CHARENTAIS PET 2.20€
MOZZARELLA CRF 2x 0.82 1.64€
NECTARINE A CHAIR JA 3.22€
0.815kg x 3.95€/kg
TOMATE GRAPPE 1.80€
0.720kg x 2.50€/kg
X6 KNACKI ORIGINAL 1.54€
20 ARTICLE(S) TOTAL A PAYER 32.00€
CARTE BANCAIRE EMV EUR 32.00€
Si vous aviez la carte fidelité,
vous auriez cumulé 0.10€ sur
votre compte fidélité Carrefour.
Détails:
EMMENTAL RAPE 100G 0.10€
0010 003 000254 08/08/2016 17:28:01
MERCI DE VOTRE VISITE
A BIENTOT
"
109,True,2016-08-19 12:58:54,0.6938,2.61,0.6682666666666667,"Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
CUP TORTEL.RICOT.E 2.61€
1 ARTICLE(S) TOTAL A PAPER 2.61€
CARTE BANCAIRE EMV EUR 2.61€
0003 002 000254 19/08/2016 12:58:54
MERCI DE VOTRE VISITE
A BIENTOT
"
113,True,2016-05-27 17:29:01,0.7047,5.4,0.6681666666666666,"Carrefour
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
200G TOMATE CERISE B 1.50€
3X1/4 MAIS CRF 1.16€
4 KNACKI HERTA 1.25€
6 RLX P.H.2PLI CRF 1.49€
4 ARTICLE(S) TOTAL A PAYER 5.40€
CARTE BANCAIRE EMV EUR 5.40€
0007 004 000340 27/05/2016 17:29:01
MERCI DE VOTRE VISITE
A BIENTOT
"
118,True,2016-10-27 12:03:11,0.7042999999999999,3.53,0.6681666666666666,"
Carrefour
city
CRF-CITY LA ROCHELLE
33 RUE DE LA SCIERIE
17000 LA ROCHELLE
Tel : 05.46.27.02.12
DESCRIPTION QTE MONTANT
FLT PDT PDT SARLAD 3.53€
1 ARTICLE(S) TOTAL A PAYER 3.53€
CB EMV SANS CONTACT EUR 3.53€
0010 003 000042 27/10/2016 12:03:11
MERCI DE VOTRE VISITE
A BIENTOT
"
